Locus,word_count,sentence_count,sentence_length,fraction_sentence_relative,relative_clause_length,alius,antequam,atque_consonant,conjunction,cum_clause,demonstrative,dum,gerundive,idem,interrogative,ipse,iste,o_interjection,personal,preposition,priusquam,quidam,quin,quominus,reflexive,si,superlative,ut
7.690-7.793.txt,682,59,11.55932203,0.152542373,4.818181818,0,0,0,0.093841642,0,0.03372434,0.005865103,0.008797654,0.004398827,0.004398827,0.01026393,0.001466276,0,0.035190616,0.024926686,0,0,0.002932551,0,0.004398827,0.007331378,0,0.002932551
7.741-7.742.txt,14,3,4.666666667,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,0,0,0
7.796-7.862.txt,456,25,18.24,0.24,3.833333333,0,0,0,0.120614035,0,0.01754386,0.002192982,0,0.002192982,0.002192982,0.004385965,0.002192982,0.002192982,0.057017544,0.043859649,0,0,0,0,0.00877193,0.004385965,0.002192982,0.00877193
7.817-7.820.txt,30,1,30,0,,0,0,0,0.133333333,0,0.033333333,0,0,0,0,0,0.033333333,0,0.166666667,0.033333333,0,0,0,0,0,0,0,0.066666667
8.108-8.142.txt,248,28,8.821428571,0.285714286,4.5,0,0,0,0.10483871,0,0.02016129,0,0,0.004032258,0.036290323,0,0,0.008064516,0.072580645,0.024193548,0,0,0,0,0,0.004032258,0,0.004032258
8.44-8.80.txt,261,22,11.77272727,0.181818182,3.5,0,0,0,0.091954023,0.003831418,0.026819923,0,0,0.007662835,0.011494253,0.003831418,0,0.003831418,0.0651341,0.034482759,0,0,0,0,0.007662835,0.011494253,0,0.003831418
8.550-8.559.txt,66,5,13.2,0,,0,0,0,0.090909091,0,0.03030303,0.03030303,0,0,0,0,0,0,0.015151515,0.015151515,0,0,0,0,0,0,0,0
8.577-8.610.txt,225,18,12.5,0.277777778,6.5,0,0,0,0.097777778,0,0.031111111,0.008888889,0,0,0,0.013333333,0,0.004444444,0.026666667,0.04,0,0,0,0,0,0.013333333,0,0.004444444
8.595-8.602.txt,54,4,13.5,0.5,4.333333333,0,0,0,0.148148148,0,0.037037037,0,0,0,0,0,0,0.018518519,0.037037037,0.018518519,0,0,0,0,0,0.055555556,0,0
8.618-8.724.txt,669,43,15.55813953,0.11627907,5.4,0,0,0,0.134529148,0.001494768,0.028400598,0.004484305,0.007473842,0.005979073,0,0.002989537,0,0.001494768,0.005979073,0.034379671,0,0,0,0,0.001494768,0.001494768,0,0
8.689-8.693.txt,29,2,14.5,0,,0,0,0,0.137931034,0,0.068965517,0,0,0,0,0.034482759,0,0,0.034482759,0.034482759,0,0,0,0,0,0,0,0
8.704-8.705.txt,10,1,10,0,,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.724-8.724.txt,9,1,9,0,,0,0,0,0.111111111,0,0.111111111,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0
8.728-8.884.txt,1047,52,20.13461538,0.269230769,6.238095238,0,0,0,0.11556829,0,0.033428844,0.00095511,0.003820439,0,0.00095511,0.003820439,0.00095511,0.00286533,0.017191977,0.050620821,0,0,0,0,0.004775549,0.00191022,0.00191022,0.007640879
8.90-8.94.txt,35,5,7,0,,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0.057142857,0,0
9.16-9.26.txt,81,6,13.5,0.333333333,7.5,0,0,0,0.111111111,0,0.012345679,0,0,0.012345679,0,0,0,0,0.074074074,0.049382716,0,0,0,0,0,0,0,0
9.243-9.258.txt,108,6,18,0.333333333,5,0,0,0,0.157407407,0,0.027777778,0,0,0.009259259,0,0.018518519,0.009259259,0.009259259,0.027777778,0.009259259,0,0,0,0,0,0.009259259,0,0
9.4-9.88.txt,562,36,15.58333333,0.222222222,7,0.003558719,0,0,0.110320285,0.001779359,0.016014235,0.003558719,0.005338078,0.001779359,0.005338078,0,0,0,0.037366548,0.042704626,0,0,0.001779359,0,0.003558719,0,0.001779359,0.003558719
9.474-9.519.txt,321,35,9.171428571,0.228571429,3.875,0,0,0,0.102803738,0,0.037383178,0.003115265,0,0,0.028037383,0.00623053,0.003115265,0.003115265,0.049844237,0.021806854,0,0,0,0,0.00623053,0.021806854,0,0.00623053
9.530-9.563.txt,239,12,19.91666667,0.333333333,4.6,0,0,0,0.138075314,0,0.008368201,0,0.008368201,0,0.0041841,0.0041841,0,0,0.050209205,0.020920502,0,0,0,0,0,0.016736402,0.0041841,0.0041841
9.569-9.570.txt,14,1,14,0,,0,0,0,0.142857143,0,0.071428571,0,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,0.071428571,0
9.585-9.629.txt,304,23,13.2173913,0.304347826,5.428571429,0,0,0,0.154605263,0,0.026315789,0.003289474,0.016447368,0.003289474,0.013157895,0.006578947,0.003289474,0,0.019736842,0.019736842,0,0.003289474,0,0,0,0.013157895,0,0.006578947
9.9-9.12.txt,25,2,12,0.5,7,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.04
